gene_name	wormbase_gene	chr	start	end	strand	biotype	HK2	HK4	HK5	HK6
abu-4	WBGene00000027	V	2274842	2275977	1	protein_coding	16.1663322532156	2.06656069497329	3.71932788034401	0
abu-5	WBGene00000028	IV	15590697	15591772	1	protein_coding	0	8.95509634488424	0	0
abu-6	WBGene00000029	V	5160671	5161892	-1	protein_coding	105.081159645902	57.863699459252	0	0
abu-7	WBGene00000030	V	5163396	5164759	-1	protein_coding	70.7277036078184	33.7538246845637	1.23977596011467	0
abu-8	WBGene00000031	V	5163269	5194608	-1	protein_coding	385.971182545523	281.741108081358	583.934477214009	853.152160675482
abu-9	WBGene00000032	X	8322111	8323418	1	protein_coding	60.6237459495586	0	53.3103662849308	48.9950054819877
AC3.12	WBGene00077503	V	10378982	10379364	-1	protein_coding	1.01039576582598	0	0	0
AC3.5	WBGene00007071	V	10388402	10393504	1	protein_coding	2377.46123698852	2567.35723672181	1461.6958569752	848.891725416179
AC7.3	WBGene00014997	IV	5111839	5112917	1	protein_coding	30.3118729747793	1.37770712998219	0	0
AC8.10	WBGene00043988	X	237496	239177	-1	protein_coding	46.4782052279949	61.3079672842075	54.5501422450455	48.9950054819877
AC8.11	WBGene00043989	X	236067	236810	-1	protein_coding	10.1039576582598	23.4210212096973	14.877311521376	6.39065288895492
AC8.12	WBGene00043990	X	239849	240779	1	protein_coding	16.1663322532156	6.88853564991096	7.43865576068802	21.3021762965164
AC8.3	WBGene00007075	X	228080	229761	-1	protein_coding	46.4782052279949	61.3079672842075	54.5501422450455	48.9950054819877
AC8.4	WBGene00007076	X	226651	227394	-1	protein_coding	10.1039576582598	23.4210212096973	14.877311521376	6.39065288895492
AC8.7	WBGene00007079	X	230433	231363	1	protein_coding	16.1663322532156	6.88853564991096	7.43865576068802	21.3021762965164
acaa-2	WBGene00009952	III	13344917	13346866	1	protein_coding	2993.80265414237	3088.81938542007	2845.28582846317	2722.4181306948
acbp-1	WBGene00016655	I	4635722	4637328	-1	protein_coding	858.83640095208	1409.39439397178	1391.02862724866	2171.75687342985
acbp-3	WBGene00009818	X	10903278	10905107	1	protein_coding	282.910814431273	277.607986691412	117.778716210894	241.779700965461
acbp-4	WBGene00018949	III	7308354	7308975	-1	protein_coding	13.1351449557377	0	3.71932788034401	0
acbp-5	WBGene00011731	III	13639893	13641688	-1	protein_coding	155.6009479372	127.437909523353	38.4330547635548	83.078487556414
acbp-6	WBGene00012457	II	11972310	11973732	-1	protein_coding	34.3534560380832	15.8436319947952	11.157983641032	17.0417410372131
acbp-7	WBGene00044603	III	4840187	4841024	1	protein_coding	2.02079153165195	0	0	0
acc-1	WBGene00010275	IV	9658053	9663941	1	protein_coding	3.03118729747793	4.13312138994657	49.5910384045868	31.9532644447746
acc-2	WBGene00008280	IV	9016788	9019101	1	protein_coding	2.02079153165195	11.7105106048486	24.7955192022934	1.06510881482582
acc-3	WBGene00018880	X	4722877	4727481	-1	protein_coding	48.4989967596469	2.06656069497329	86.7843172080269	158.701213409047
acc-4	WBGene00012099	III	13480665	13484155	-1	protein_coding	51.5301840571248	81.9735742339404	226.879000700985	202.370674816906
acd-1	WBGene00016064	I	4103713	4108045	1	protein_coding	36.3742475697352	115.038545353513	81.8252133675682	18.1068498520389
acd-2	WBGene00016066	I	4094179	4098330	1	protein_coding	95.9875977534678	95.7506455337623	50.8308143647014	26.6277203706455
acd-3	WBGene00007775	X	14849275	14852619	1	protein_coding	37.3846433355611	85.4178420588959	40.9126066837841	28.7579380002971
acd-4	WBGene00017879	V	8638237	8640585	1	protein_coding	3.03118729747793	6.19968208491986	21.0761913219494	2.13021762965164
acd-5	WBGene00020903	I	3655413	3662183	-1	protein_coding	77.8004739686002	82.6624277989315	128.936699851926	104.38066385293
acdh-1	WBGene00016943	I	6497436	6499560	1	protein_coding	10456.585780533	3652.30160158279	2539.06116631484	2095.06903876239
acdh-10	WBGene00020366	X	17213144	17214929	-1	protein_coding	2388.57559041261	3565.50605239391	3046.12953400174	2943.96076417857
acdh-11	WBGene00012860	III	10566181	10571606	1	protein_coding	773.963156622698	1025.70295827174	1058.76866993793	1009.72315645488
acdh-12	WBGene00017125	II	7192436	7194815	-1	protein_coding	1704.53765694842	2192.62089736666	2324.57992521501	3420.06440440571
acdh-13	WBGene00001566	IV	8496486	8498871	-1	protein_coding	325.347436595964	321.694614850842	128.936699851926	121.422404890144
acdh-2	WBGene00015894	II	5544781	5547490	-1	protein_coding	77.8004739686002	169.45797698781	198.364153618347	175.74295444626
acdh-3	WBGene00019433	I	6464197	6466941	-1	protein_coding	1333.72241089029	1330.17623399781	665.759690581578	728.534429340861
acdh-4	WBGene00020419	I	6546615	6548675	-1	protein_coding	47.4886009938209	29.6207032946171	21.0761913219494	0
acdh-5	WBGene00016491	I	6784854	6787139	1	protein_coding	37.3846433355611	12.3993641698397	1.23977596011467	0
acdh-6	WBGene00015335	III	8561136	8563026	1	protein_coding	308.170708576923	181.168487592658	1443.09921757348	2412.47146558048
acdh-7	WBGene00020812	X	17215018	17217105	-1	protein_coding	2105.66477598133	2508.11583013258	2277.46843873065	2046.0740332804
acdh-8	WBGene00019406	II	5794495	5796185	1	protein_coding	136.403428386507	37.8869460745103	1.23977596011467	0
acdh-9	WBGene00017874	II	846864	848603	-1	protein_coding	900.262627350945	1023.63639757677	393.00897935635	361.071888225953
acds-10	WBGene00019599	V	5747723	5752033	1	protein_coding	742.640887882093	1062.21219721627	389.289651476006	277.993400669539
ace-1	WBGene00000035	X	16367229	16373789	1	protein_coding	141.455407215637	188.057023242569	181.007290176742	111.836425556711
ace-2	WBGene00000036	I	3302001	3307587	-1	protein_coding	378.898412184741	367.847803705245	513.267247487473	738.120408674293
ace-3	WBGene00000037	II	14205633	14210214	1	protein_coding	29.3014772089533	75.7738921490205	110.340060450206	206.631110076209
ace-4	WBGene00000038	II	14198046	14205325	1	protein_coding	4.04158306330391	19.2878998197507	17.3568634416054	19.1719586668648
acer-1	WBGene00016630	II	6888553	6890418	-1	protein_coding	9238.0484869469	7188.87580424708	3512.28529500486	1182.27078445666
acin-1	WBGene00016601	I	4270697	4273332	1	protein_coding	355.659309570744	304.473275726064	298.786006387635	191.719586668648
acl-1	WBGene00010339	X	15849885	15851771	1	protein_coding	468.823635343253	267.964036781536	96.7025248889442	46.8647878523361
acl-11	WBGene00017888	I	4928654	4932147	1	protein_coding	60.6237459495586	124.682495263388	89.2638691282562	206.631110076209
acl-12	WBGene00015295	X	7439396	7442577	-1	protein_coding	631.497353641235	362.336975185316	428.962482199676	608.177133265543
acl-13	WBGene00008581	IV	12410467	12412219	1	protein_coding	21.2183110823455	0	0	0
acl-14	WBGene00019465	V	9327145	9333062	-1	protein_coding	691.110703824968	422.956088904533	845.527204798205	945.816627565328
acl-2	WBGene00011543	V	10028150	10031094	-1	protein_coding	394.054348672131	299.651300771127	288.867798706718	230.063504002377
acl-3	WBGene00006491	IV	11650715	11652033	-1	protein_coding	124.278679196595	105.394595443638	44.6319345641281	57.5158760005943
acl-4	WBGene00018657	X	2066554	2070441	-1	protein_coding	628.466166343757	515.951320178331	606.250444496073	541.075277931517
acl-5	WBGene00011106	X	10324183	10327642	-1	protein_coding	547.634505077679	422.956088904533	793.456614473388	426.043525930328
acl-6	WBGene00017261	V	5433392	5437066	1	protein_coding	441.542949665952	281.052254516367	185.9663940172	72.4273994081558
acl-7	WBGene00012911	II	12811802	12816462	-1	protein_coding	627.455770577931	906.531291528282	85.5445412479122	23.432393926168
acl-8	WBGene00020264	V	6450870	6452929	1	protein_coding	294.025167855359	195.634412457471	288.867798706718	202.370674816906
acl-9	WBGene00022646	V	6453196	6454973	1	protein_coding	521.364215166204	581.392408852485	726.508712627196	1020.37424460314
acly-1	WBGene00016995	X	1479542	1484398	1	protein_coding	886.117086629381	1211.69342081934	2309.70261369363	1080.02033823338
acly-2	WBGene00007150	V	13116488	13120167	1	protein_coding	575.925586520807	544.883169907957	354.575924592795	519.773101635
acn-1	WBGene00000039	X	5092458	5097067	-1	protein_coding	1816.69158695511	1884.70335381564	3440.37828931821	4084.69230485702
aco-1	WBGene00000040	X	11339874	11343568	1	protein_coding	3659.65346382169	3933.35385609916	1181.50648998928	184.263824964867
aco-2	WBGene00000041	III	7973717	7977355	1	protein_coding	10146.3942804245	10947.9497084035	10204.5959277038	7920.1491470448
acox-1.1	WBGene00008564	I	12938555	12942224	1	protein_coding	1283.20262259899	2544.62506907711	783.538406792471	887.235642749908
acox-1.2	WBGene00008565	I	12942280	12946562	1	protein_coding	1256.93233268751	1530.63262141021	88.0240931681415	0
acox-1.3	WBGene00008566	I	12946937	12950991	1	protein_coding	13.1351449557377	59.2414065892342	3.71932788034401	0
acox-1.4	WBGene00008567	I	12951025	12954015	1	protein_coding	237.443004969104	354.070732405423	664.519914621463	702.971817785041
acox-1.5	WBGene00008167	III	9586617	9592192	-1	protein_coding	579.96716958411	841.779056419119	374.41233995463	56.4507671857685
acox-1.6	WBGene00010336	X	15834052	15838546	-1	protein_coding	531.468172824464	972.661233767427	996.779871932194	1262.1539455686
acox-3	WBGene00019060	IV	6245341	6248492	-1	protein_coding	1331.70161935864	3099.15218889494	1877.02080361361	1971.51641624259
acp-1	WBGene00022770	X	3382868	3385547	-1	protein_coding	99.0187850509457	48.9086031143678	40.9126066837841	54.3205495561168
acp-2	WBGene00008802	II	8429959	8432054	-1	protein_coding	53.5509755887768	37.1980925095192	16.1170874814907	9.58597933343238
acp-3	WBGene00008801	II	8435347	8437135	-1	protein_coding	38.3950391013871	2.75541425996438	2.47955192022934	0
acp-4	WBGene00008804	II	8432773	8435105	-1	protein_coding	0	0	0	0
acp-5	WBGene00017427	X	5829376	5832027	1	protein_coding	152.569760639722	174.968805507738	215.721017059952	232.193721632029
acp-6	WBGene00022245	IV	6424600	6426139	-1	protein_coding	2442.12656600139	3701.21020469716	1326.5602773227	1038.48109445517
acp-7	WBGene00022246	IV	6428305	6431707	-1	protein_coding	22.2287068481715	54.4194316342966	40.9126066837841	33.0183732596004
acr-10	WBGene00000049	X	4022273	4025584	1	protein_coding	0	1.37770712998219	0	0
acr-11	WBGene00000050	I	6621687	6624894	-1	protein_coding	3.03118729747793	13.0882177348308	4.95910384045868	0
acr-12	WBGene00000051	X	13532871	13536433	1	protein_coding	11.1143534240857	49.5974566793589	45.8717105242428	60.7112024450718
acr-14	WBGene00000053	II	8174845	8177195	-1	protein_coding	25.2598941456494	17.9101926897685	22.3159672820641	22.3672851113422
acr-15	WBGene00000054	V	8552695	8555388	1	protein_coding	58.6029544179066	68.1965029341185	109.100284490091	150.180342890441
acr-16	WBGene00000055	V	8561216	8564345	1	protein_coding	65.6757247786885	65.4410886741541	119.018492171008	307.816447484662
acr-17	WBGene00000056	V	2608656	2615247	1	protein_coding	18.1871237848676	13.0882177348308	28.5148470826374	104.38066385293
acr-18	WBGene00000057	V	15551155	15559147	-1	protein_coding	4.04158306330391	17.2213391247774	49.5910384045868	55.3856583709427
acr-19	WBGene00000058	I	9031274	9036695	-1	protein_coding	11.1143534240857	35.820385379537	29.7546230427521	20.2370674816906
acr-2	WBGene00000042	X	6702463	6709142	1	protein_coding	4.04158306330391	39.2646532044925	52.0705903248161	53.255440741291
acr-20	WBGene00000059	II	14373831	14377890	-1	protein_coding	2.02079153165195	42.7089210294479	74.3865576068802	45.7996790375103
acr-21	WBGene00000060	III	6581927	6586549	1	protein_coding	16.1663322532156	31.6872639895904	193.405049777888	191.719586668648
acr-23	WBGene00000062	V	3651686	3659499	-1	protein_coding	11.1143534240857	24.7987283396794	61.9887980057335	104.38066385293
acr-24	WBGene00013534	IV	15497567	15510980	1	protein_coding	17.1767280190416	42.0200674644568	89.2638691282562	73.4925082229816
acr-25	WBGene00043066	IV	6464352	6468327	1	protein_coding	0	4.13312138994657	19.8364153618347	0
acr-3	WBGene00000043	X	6709538	6712925	1	protein_coding	0	0	7.43865576068802	0
acr-5	WBGene00000044	III	6509699	6514768	-1	protein_coding	0	25.4875819046705	130.17647581204	129.94327540875
acr-6	WBGene00000045	I	4359207	4362548	1	protein_coding	6.06237459495586	0	1.23977596011467	0
acr-7	WBGene00000046	II	7845662	7849797	-1	protein_coding	0	14.465924864813	8.67843172080269	2.13021762965164
acr-8	WBGene00000047	X	10412725	10416630	1	protein_coding	26.2702899114754	86.106695623887	54.5501422450455	80.9482699267623
acr-9	WBGene00000048	X	13642348	13646898	-1	protein_coding	23.2391026139975	13.0882177348308	16.1170874814907	0
acs-1	WBGene00018488	V	6524989	6532089	1	protein_coding	1828.81633614502	1302.62209139816	1064.9675497385	437.759722893412
acs-10	WBGene00007082	V	14146499	14148784	1	protein_coding	66.6861205445145	26.8652890346527	68.1876778063068	54.3205495561168
acs-11	WBGene00018269	II	4742128	4745280	1	protein_coding	2199.63158220315	1789.64156184687	611.209548336532	97.9900109639755
acs-12	WBGene00009106	V	20903977	20907433	1	protein_coding	200.058361633543	299.651300771127	618.64820409722	639.065288895492
acs-13	WBGene00022037	I	511052	519800	-1	protein_coding	2177.40287535498	2404.09894181892	3760.24048702779	3714.03443729764
acs-14	WBGene00008669	V	9508079	9510476	1	protein_coding	1355.95111773846	1972.18775656951	817.012357715567	331.24884141083
acs-15	WBGene00019920	II	933018	936989	1	protein_coding	30.3118729747793	0.688853564991096	0	0
acs-16	WBGene00018579	I	1471227	1479920	1	protein_coding	119.226700367465	143.970395083139	671.958570382151	1184.40100208631
acs-17	WBGene00016716	X	5937506	5944510	-1	protein_coding	737.588909052963	1233.04788133406	3472.61246428119	3065.38316906871
acs-18	WBGene00011173	IV	10310772	10313670	-1	protein_coding	34.3534560380832	29.6207032946171	1.23977596011467	0
acs-19	WBGene00007969	III	3864036	3867098	1	protein_coding	4248.71419529823	3564.81719882892	3178.78556173401	2468.92223276625
acs-2	WBGene00009221	V	15567394	15569889	1	protein_coding	4543.74975891942	3017.86746822599	2513.02587115243	749.836605637377
acs-20	WBGene00009218	IV	12392121	12398706	-1	protein_coding	839.638881401386	770.827139225036	921.153538365199	1106.64805860403
acs-21	WBGene00016849	V	3089074	3091351	1	protein_coding	132.361845323203	109.527716833584	412.845394718185	368.527649929734
acs-22	WBGene00017012	X	8931241	8939263	1	protein_coding	1177.11106718726	1624.316706249	2203.08188112377	2739.45987173201
acs-3	WBGene00020343	V	1969528	1974514	1	protein_coding	142.465802981463	198.389826717436	281.42914294603	121.422404890144
acs-4	WBGene00018152	III	7167838	7170990	1	protein_coding	1598.44610153669	1410.77210110176	1893.1378910951	2155.78024120746
acs-5	WBGene00013575	III	13540139	13543534	-1	protein_coding	1933.89749579092	1915.70176424024	1838.58774885005	1944.88869587195
acs-6	WBGene00022849	II	7061999	7064777	1	protein_coding	45.4678094621689	30.9984104245993	1.23977596011467	0
acs-7	WBGene00007228	II	9292017	9294050	1	protein_coding	500.145904083858	1091.83290051089	755.023559709834	778.594543637675
acs-9	WBGene00020634	X	16878148	16880526	-1	protein_coding	19.1975195506936	4.13312138994657	7.43865576068802	0
acsd-1	WBGene00022104	III	1116424	1142927	1	protein_coding	47.4886009938209	83.3512813639226	32.2341749629814	25.5626115558197
act-1	WBGene00000063	V	11079167	11082497	1	protein_coding	23836.2465116006	23399.6667491825	77968.2703556514	85299.2394353258
act-2	WBGene00000064	V	11076723	11078168	-1	protein_coding	5376.31586996002	3889.95608150472	4395.0057786065	2581.82376713779
act-3	WBGene00000065	V	11071690	11074498	-1	protein_coding	19057.0745392437	17719.380252266	35080.7005674047	36981.6431595673
act-4	WBGene00000066	X	4960553	4964416	1	protein_coding	23602.8450896948	25394.5866733967	75301.5122654448	73689.5533537244
act-5	WBGene00000067	III	13604339	13606067	-1	protein_coding	11615.5097239354	15125.1577265095	5249.21141512551	5264.83287168403
actl-1	WBGene00015787	X	6496823	6499836	-1	protein_coding	32.3326645064313	64.0633815441719	57.0296941652748	110.771316741885
acy-1	WBGene00000068	III	4722126	4730919	1	protein_coding	224.307860013367	282.429961646349	644.683499259628	562.377454228033
acy-2	WBGene00000069	V	5976029	5981513	1	protein_coding	4.04158306330391	35.1315318145459	74.3865576068802	41.539243778207
acy-3	WBGene00000070	III	3774896	3786640	-1	protein_coding	399.106327501261	735.006753845499	707.912073225476	688.06029437748
acy-4	WBGene00000071	V	5624727	5630892	-1	protein_coding	102.049972348424	85.4178420588959	374.41233995463	309.946665114314
ada-2	WBGene00017967	II	7252259	7255735	1	protein_coding	234.411817671627	223.188555057115	302.505334267979	315.272209188443
adbp-1	WBGene00012157	II	11444162	11445255	1	protein_coding	87.9044316268599	109.527716833584	147.533339253646	136.333928297705
add-1	WBGene00000072	X	4854069	4860036	-1	protein_coding	159.642531000504	251.43155122175	174.808410376168	255.626115558197
add-2	WBGene00000073	V	12009537	12013605	-1	protein_coding	152.569760639722	234.899065661964	1262.09192739673	1494.34766720063
adm-2	WBGene00000074	X	13687973	13695800	1	protein_coding	371.825641823959	593.102919457333	1974.96310446267	1997.07902779841
adm-4	WBGene00000075	X	7795046	7798287	-1	protein_coding	153.580156405548	69.5742100641007	117.778716210894	77.7529434822849
ador-1	WBGene00011878	II	12497217	12502878	-1	protein_coding	26.2702899114754	14.465924864813	13.6375355612614	19.1719586668648
adpr-1	WBGene00044440	I	1610390	1620080	1	protein_coding	211.172715057629	128.815616653335	88.0240931681415	119.292187260492
adr-1	WBGene00000079	I	7773180	7777652	1	protein_coding	621.393395982976	739.828728800437	685.596105943412	386.634499781773
adr-2	WBGene00000080	III	7230964	7232882	-1	protein_coding	283.921210197099	234.210212096973	183.486842096971	97.9900109639755
ads-1	WBGene00000081	III	295651	298556	-1	protein_coding	3428.27283344754	4427.26186219777	2353.09477229764	2240.98894639353
adsl-1	WBGene00011064	I	7246849	7248741	-1	protein_coding	1232.68283430769	794.937013999725	596.332236815156	358.941670596301
adss-1	WBGene00016509	V	4818701	4823344	-1	protein_coding	2800.81706286961	2439.91932719846	2977.94185619544	2897.09597632623
adt-1	WBGene00000082	X	12678832	12689279	1	protein_coding	287.962793260403	855.556127718941	1704.69194515767	769.008564304242
adt-2	WBGene00000083	X	7585587	7595414	1	protein_coding	786.08790581261	1297.11126287823	813.293029835223	511.252231116394
adt-3	WBGene00020567	X	3931631	3937897	1	protein_coding	169.746488658764	181.168487592658	432.68181008002	683.799859118177
aex-1	WBGene00000084	I	7602307	7608245	1	protein_coding	94.9772019876418	159.125173512943	74.3865576068802	87.3389228157173
aex-2	WBGene00000085	X	9650999	9653116	-1	protein_coding	35.3638518039092	33.7538246845637	21.0761913219494	21.3021762965164
aex-3	WBGene00000086	X	751211	759732	-1	protein_coding	174.798467487894	267.275183216545	648.402827139972	479.298966671619
aex-4	WBGene00006454	X	3729281	3731960	1	protein_coding	80.8316612660781	92.9952312737979	52.0705903248161	53.255440741291
aex-5	WBGene00000088	I	14850054	14855827	-1	protein_coding	230.370234608323	433.288892379399	207.04258533915	281.188727114017
aex-6	WBGene00000089	I	13543079	13545188	-1	protein_coding	74.7692866711223	95.0617919687712	267.791607384769	394.090261485553
aexr-1	WBGene00016089	X	6631927	6635273	-1	protein_coding	5.05197882912988	1.37770712998219	8.67843172080269	36.2136997040779
aexr-2	WBGene00016090	X	6628041	6631537	-1	protein_coding	0	13.7770712998219	7.43865576068802	0
aexr-3	WBGene00016748	X	8957616	8961170	-1	protein_coding	31.3222687406053	27.5541425996438	8.67843172080269	34.0834820744263
afd-1	WBGene00021009	I	2160042	2209629	1	protein_coding	783.056718515132	1233.04788133406	1724.52836051951	700.84160015539
